Department,Course,Section,Title,Course Division,Credits,Limit,Enrolled,Start Date,End Date,Offer Days1,Time From1,Time To1,Instructor1,Room Abbreviation1,Room Number1,Campus1,Offer Days2,Time From2,Time To2,Instructor2,Room Abbreviation2,Room Number2,Campus2
MUS,21221,31,Instrumental Ensemble: Jazz,"ARTS, MEDIA AND COMMUNICATIONS",1,10,4,1/13/2020,5/8/2020,R,5:30PM,6:55PM,DiCenzo Justin,JSCHE,2205,MAIN,,,,,,,
MUS,21221,AR21,Instrumental Ensemble: Jazz,"ARTS, MEDIA AND COMMUNICATIONS",1,10,2,1/13/2020,5/8/2020,ARR,,,Donohue Adam,JSCHE,TBA,MAIN,,,,,,,
MUS,21500,11,Piano Proficiency II,"ARTS, MEDIA AND COMMUNICATIONS",1,15,6,1/13/2020,5/8/2020,T,10:00AM,10:50AM,Liang Huiyun,JSCHE,2095,MAIN,,,,,,,
MUS,22300,21,Percussion Techniques,"ARTS, MEDIA AND COMMUNICATIONS",1,15,12,1/13/2020,5/8/2020,W,3:00PM,3:50PM,Barudin Jeffrey,JSCHE,2205,MAIN,,,,,,,
MUS,25000,11,Introduction to Music Technology,"ARTS, MEDIA AND COMMUNICATIONS",3,15,10,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Donohue Adam,JSCHE,2095,MAIN,,,,,,,
MUS,30442,AR21,Applied Music,"ARTS, MEDIA AND COMMUNICATIONS",1,5,2,1/13/2020,5/8/2020,ARR,,,Donohue Adam,JSCHE,TBA,MAIN,,,,,,,
MUS,30445,AR21,Private Lessons: Clarinet,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Hill Rebecca,JSCHE,TBA,MAIN,,,,,,,
MUS,30449,AR22,Private Lessons: Guitar,"ARTS, MEDIA AND COMMUNICATIONS",1,15,3,1/13/2020,5/8/2020,ARR,,,Von Doran Matthew,JSCHE,TBA,MAIN,,,,,,,
MUS,30450,AR21,Private Lessons: Bass Guitar,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,DiCenzo Justin,JSCHE,TBA,MAIN,,,,,,,
MUS,30455,AR21,Private Lessons: Piano,"ARTS, MEDIA AND COMMUNICATIONS",1,19,1,1/13/2020,5/8/2020,ARR,,,Grooms Pamela,JSCHE,TBA,MAIN,,,,,,,
MUS,30456,AR21,Private Lessons: Saxophone,"ARTS, MEDIA AND COMMUNICATIONS",1,10,1,1/13/2020,5/8/2020,ARR,,,Donohue Adam,ARR,ARRANGED,MAIN,,,,,,,
MUS,30462,AR22,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,10,2,1/13/2020,5/8/2020,ARR,,,Kristofferson Brett,ARR,ARRANGED,MAIN,,,,,,,
MUS,30462,AR23,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,15,2,1/13/2020,5/8/2020,ARR,,,Johnson Darcie,JSCHE,TBA,MAIN,,,,,,,
MUS,30462,AR26,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,15,2,1/13/2020,5/8/2020,ARR,,,Allnatt Leslie,JSCHE,TBA,MAIN,,,,,,,
MUS,30462,AR29,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,10,2,1/13/2020,5/8/2020,ARR,,,Allen Kimberly,ARR,ARRANGED,MAIN,,,,,,,
MUS,30469,AR21,Private Lessons:  Drum Set,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Long Bernard,JSCHE,TBA,MAIN,,,,,,,
MUS,32200,HYB01,Trends and Case Studies in the Music Industry,"ARTS, MEDIA AND COMMUNICATIONS",3,15,8,1/13/2020,5/8/2020,M,1:00PM,2:30PM,Baker Bob,JSCHE,2060,MAIN,,,,,,,
MUS,32500,11,Keyboard Techniques,"ARTS, MEDIA AND COMMUNICATIONS",1,20,4,1/13/2020,5/8/2020,R,10:00AM,10:50AM,Grooms Pamela,JSCHE,2095,MAIN,,,,,,,
MUS,32600,11,Music Entrepreneurship,"ARTS, MEDIA AND COMMUNICATIONS",3,22,9,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Hoormann Matthew,JSCHE,2135,MAIN,,,,,,,
MUS,33040,11,Music Business II,"ARTS, MEDIA AND COMMUNICATIONS",3,24,10,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Hoormann Matthew,JSCHE,2135,MAIN,,,,,,,
MUS,34300,11,Music Theory III,"ARTS, MEDIA AND COMMUNICATIONS",4,20,3,1/13/2020,5/8/2020,MTWRF,9:00AM,9:50AM,LaCour Darren,JSCHE,2095,MAIN,,,,,,,
MUS,34500,11,Contemporary Harmony,"ARTS, MEDIA AND COMMUNICATIONS",3,20,8,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Donohue Adam,JSCHE,2135,MAIN,,,,,,,
MUS,35600,11,History Western Music II (GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,30,8,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Allnatt Leslie,JSCHE,2205,MAIN,,,,,,,
MUS,35700,11,World Music (GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,25,23,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Barudin Jeffrey,JSCHE,2205,MAIN,,,,,,,
MUS,35700,OL01,World Music (GE-HC:Arts/HD)(GE-FineArt/CrsClt),"ARTS, MEDIA AND COMMUNICATIONS",3,20,19,1/13/2020,5/8/2020,ARR,,,Grooms Pamela,ONLIN,ONLINE,ONLINE,,,,,,,
MUS,36000,11,Instrumental Composition and Arranging,"ARTS, MEDIA AND COMMUNICATIONS",3,15,1,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Barudin Jeffrey,JSCHE,2095,MAIN,,,,,,,
MUS,37000,11,Choral Composition and Arranging,"ARTS, MEDIA AND COMMUNICATIONS",3,15,3,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Barudin Jeffrey,JSCHE,2095,MAIN,,,,,,,
MUS,38200,21,Music Production II,"ARTS, MEDIA AND COMMUNICATIONS",3,15,7,1/13/2020,5/8/2020,T,4:00PM,6:30PM,Donohue Adam,JSCHE,2095,MAIN,F,3:00PM,5:00PM,Donohue Adam,JSCHE,2095,MAIN
MUS,38400,11,Advanced Conducting-Instrumental,"ARTS, MEDIA AND COMMUNICATIONS",3,20,2,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Curtis Ryan,JSCHE,2205,MAIN,,,,,,,
MUS,38500,21,Advanced Conducting-Choral,"ARTS, MEDIA AND COMMUNICATIONS",3,20,4,1/13/2020,5/8/2020,MWF,1:00PM,1:50PM,Grooms Pamela,JSCHE,2135,MAIN,,,,,,,
MUS,38634,AR21,Special Topics: Music Production Practicum,"ARTS, MEDIA AND COMMUNICATIONS",1,15,4,1/13/2020,5/8/2020,ARR,,,Donohue Adam,JSCHE,TBA,MAIN,,,,,,,
MUS,40461,AR21,Private Lessons: Violin,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Frey Hannah,JSCHE,TBA,MAIN,,,,,,,
MUS,40462,AR22,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,10,3,1/13/2020,5/8/2020,ARR,,,Kristofferson Brett,ARR,ARRANGED,MAIN,,,,,,,
MUS,40462,AR23,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Johnson Darcie,JSCHE,TBA,MAIN,,,,,,,
MUS,40462,AR27,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Heyl Jeffrey,JSCHE,TBA,MAIN,,,,,,,
MUS,40462,AR28,Private Lessons: Voice,"ARTS, MEDIA AND COMMUNICATIONS",1,15,2,1/13/2020,5/8/2020,ARR,,,Devin Zachary,JSCHE,TBA,MAIN,,,,,,,
MUS,40470,AR21,Private Lessons:  Jazz Piano,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Hegarty Jim,JSCHE,TBA,MAIN,,,,,,,
MUS,42000,HYB01,Music Marketing,"ARTS, MEDIA AND COMMUNICATIONS",3,24,7,1/13/2020,5/8/2020,M,1:00PM,2:30PM,Baker Bob,JSCHE,2060,MAIN,,,,,,,
MUS,48800,11,Senior Recital,"ARTS, MEDIA AND COMMUNICATIONS",1,15,3,1/13/2020,5/8/2020,ARR,,,Hoormann Matthew,JSCHE,TBA,MAIN,,,,,,,
MUS,48800,PERF,Senior Recital,"ARTS, MEDIA AND COMMUNICATIONS",1,15,1,1/13/2020,5/8/2020,ARR,,,Hoormann Matthew,JSCHE,TBA,MAIN,,,,,,,
MUS,49001,IS01,Special Topics: Guided Research in Musicology,"ARTS, MEDIA AND COMMUNICATIONS",3,1,1,1/13/2020,5/8/2020,ARR,,,Hoormann Matthew,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
MUS,53000,OL11,Leadership in K-12 Music Programs ,"ARTS, MEDIA AND COMMUNICATIONS",3,15,12,1/13/2020,3/8/2020,ARR,,,Curtis Ryan,ONLIN,ONLINE,ONLINE,,,,,,,
NPA,20001,OL11,Intro to Nonprofit Organizations and Community Service,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,11,1/13/2020,3/8/2020,ARR,,,Ross-Weldy Anne,ONLIN,ONLINE,ONLINE,,,,,,,
NPA,37100,11,Grantwriting,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,19,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Turner Julie,HARMN,250,MAIN,,,,,,,
NPA,38400,11,Program Planning and Evaluation,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,10,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Turner Julie,HARMN,233,MAIN,,,,,,,
NPA,45000,AR21,Practicum,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,1,1/13/2020,5/8/2020,ARR,,,Turner Julie,ARR,ARRANGED,MAIN,,,,,,,
NPA,45100,PIF21,Nonprofit Leadership Alliance Internship,PLASTER BUSINESS & ENTREPRENEURSHIP,3,25,1,1/13/2020,5/8/2020,ARR,,,Turner Julie,ARR,ARRANGED,MAIN,,,,,,,
NUR,52100,OL01,Managerial Epidemiology,HEALTH SCIENCE,3,6,1,1/13/2020,5/8/2020,ARR,,,Xaverius Pamela,ONLIN,ONLINE,ONLINE,,,,,,,
NUR,53900,OL01,Practicum in Outcomes Management and Patient Safety,HEALTH SCIENCE,5,11,6,1/13/2020,5/8/2020,ARR,,,Mercier Debbie,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,20000,11,Foundations of Paramedicine,HEALTH SCIENCE,2,20,10,1/13/2020,5/8/2020,T,8:00AM,9:50AM,Mullins Scott,LUCC,09,MAIN,,,,,,,
PARA,21000,11,Paramedic Operations,HEALTH SCIENCE,2,16,11,1/13/2020,5/8/2020,T,10:00AM,10:50AM,Mullins Scott,LUCC,09,MAIN,T,1:00PM,4:50PM,Barton John,LUCC,109,MAIN
PARA,22000,11,Emergency Medical Technician,HEALTH SCIENCE,5,16,11,1/13/2020,5/8/2020,R,8:00AM,11:50AM,Mullins Scott,LUCC,09,MAIN,R,1:00PM,4:50PM,Barton John,LUCC,109,MAIN
PARA,22100,PIF11,Emergency Medical Technician Clinical,HEALTH SCIENCE,1,16,11,3/16/2020,5/8/2020,ARR,,,Morrow Thomas,ARR,ARRANGED,MAIN,,,,,,,
PARA,30000,OL01,Human Pathophysiology,HEALTH SCIENCE,3,24,13,1/13/2020,5/8/2020,ARR,,,Gustafson Susan,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,32000,OL21,Physical Examination and Assessment,HEALTH SCIENCE,3,15,5,3/16/2020,5/8/2020,ARR,,,Proffer Cory,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,35000,1HLF1,Cardiovascular Paramedicine,HEALTH SCIENCE,5,16,11,1/13/2020,3/8/2020,MW,8:00AM,11:50AM,Miller Nicholas,LUCC,12,MAIN,MW,1:00PM,4:50PM,Wright James,LUCC,109,MAIN
PARA,36000,2HLF2,Internal Paramedicine,HEALTH SCIENCE,5,16,11,3/16/2020,5/8/2020,MW,8:00AM,11:50AM,DeMartino Darrell,LUCC,12,MAIN,MW,1:00PM,4:50PM,DeMartino Darrell,LUCC,109,MAIN
PARA,38900,PIF01,Paramedicine Clinical II ,HEALTH SCIENCE,3,32,11,1/13/2020,5/8/2020,ARR,,,Roden Shane,ARR,ARRANGED,MAIN,,,,,,,
PARA,39300,OL11,Special Topics: Pharmacology for Experienced Medic,HEALTH SCIENCE,4,32,2,1/13/2020,3/8/2020,ARR,,,Murphy Charles,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,40000,11,Paramedic Capstone ,HEALTH SCIENCE,2,32,19,1/13/2020,5/8/2020,F,11:00AM,11:50AM,Miller Nicholas,LUCC,12,MAIN,F,1:00PM,4:50PM,Miller Nicholas,LUCC,109,MAIN
PARA,40100,OL21,Capstone for the Licensed Paramedic,HEALTH SCIENCE,2,32,3,3/16/2020,5/8/2020,ARR,,,Leggio William,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,41100,PIF01,Paramedic Field Internship ,HEALTH SCIENCE,4,32,10,1/13/2020,5/8/2020,ARR,,,Antonacci Raymond,ARR,ARRANGED,MAIN,,,,,,,
PARA,41100,PIF02,Paramedic Field Internship ,HEALTH SCIENCE,4,16,9,1/13/2020,5/8/2020,ARR,,,Barton John,ARR,ARRANGED,MAIN,,,,,,,
PARA,42200,OL01,Healthcare Leadership and Organizational Behavior,HEALTH SCIENCE,6,32,9,1/13/2020,5/8/2020,ARR,,,Pace Vincent,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,43200,OL11,Course Design and Development,HEALTH SCIENCE,3,32,2,1/13/2020,3/8/2020,ARR,,,Rainey Tim,ONLIN,ONLINE,ONLINE,,,,,,,
PARA,43300,PIF21,Student Teaching Practicum ,HEALTH SCIENCE,3,32,1,3/16/2020,5/8/2020,ARR,,,Rainey Tim,ARR,ARRANGED,MAIN,,,,,,,
PARA,49002,PIF11,Special Topics: Fire Academy II,HEALTH SCIENCE,7,32,1,1/13/2020,5/8/2020,ARR,,,Miller Nicholas,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR15,Competitive Sports: Volleyball Women,HEALTH SCIENCE,1,50,0,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR16,Competitive Sports: Women's Rugby 7's,HEALTH SCIENCE,1,50,1,1/13/2020,5/8/2020,ARR,,,Nicholas William,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR17,Competitive Sports: Basketball Men,HEALTH SCIENCE,1,50,6,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR19,Competitive Sports: Bowling,HEALTH SCIENCE,1,20,7,1/13/2020,5/8/2020,ARR,,,Vida Phillip,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR21,Competitive Sports: Wrestling,HEALTH SCIENCE,1,50,16,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR22,Competitive Sports: Men's Golf,HEALTH SCIENCE,1,0,4,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR23,Competitive Sports: Women's Golf,HEALTH SCIENCE,1,50,1,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR24,Competitive Sports: Swimming,HEALTH SCIENCE,1,50,27,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR25,Competitive Sports: Baseball,HEALTH SCIENCE,1,50,30,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR26,Competitive Sports: Track & Field,HEALTH SCIENCE,1,50,22,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR27,Competitive Sports: Softball,HEALTH SCIENCE,1,50,13,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR29,Competitive Sports: Roller Hockey,HEALTH SCIENCE,1,50,2,1/13/2020,5/8/2020,ARR,,,Hilke Jon,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR31,Competitive Sports: Lacrosse Women,HEALTH SCIENCE,1,50,12,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR32,Competitive Sports: Lacrosse Men,HEALTH SCIENCE,1,50,17,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR33,Competitive Sports: Men's Tennis,HEALTH SCIENCE,1,50,2,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR34,Competitive Sports: Women's Tennis,HEALTH SCIENCE,1,50,0,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR36,Competitive Sports: Women's Ice Hockey,HEALTH SCIENCE,1,50,7,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR37,Competitive Sports: Volleyball Men,HEALTH SCIENCE,1,50,11,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR40,Competitive Sports: Basketball Women,HEALTH SCIENCE,1,50,9,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR41,Competitive Sports: Gymnastics,HEALTH SCIENCE,1,50,7,1/13/2020,5/8/2020,ARR,,,Nagel Shawn,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,AR43,Competitive Sports: Shotgun Sports,HEALTH SCIENCE,1,20,11,1/13/2020,5/8/2020,ARR,,,Elam Michael,ARR,ARRANGED,MAIN,,,,,,,
PE,10000,ARB11,Competitive Sports: Men's Basketball,BV-SCIENCES,1,50,2,1/13/2020,5/8/2020,ARR,,,Reis Jeff,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
PE,10000,ARB12,Competitive Sports: Women's Basketball,BV-SCIENCES,1,50,2,1/13/2020,5/8/2020,ARR,,,Reis Jeff,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
PE,10000,ARB17,Competitive Sports: Softball,BV-SCIENCES,1,50,10,1/13/2020,5/8/2020,ARR,,,Poore Taiyana,BELV,BELLEVILLE,BELLEVILLE,,,,,,,
PE,12000,1HLF1,Weight Lifting I,HEALTH SCIENCE,1,20,7,1/13/2020,3/8/2020,TR,11:00AM,11:50AM,Cottet Megan,FITCT,FITCTR,MAIN,,,,,,,
PE,12000,1HLFB,Weight Lifting I,BV-SCIENCES,1,25,7,1/13/2020,3/8/2020,TR,8:00AM,8:50AM,Ullom Justin,AUXG,FitnessCenter,BELLEVILLE,,,,,,,
PE,12100,2HLF1,Weight Lifting II,HEALTH SCIENCE,1,20,6,3/16/2020,5/8/2020,TR,11:00AM,11:50AM,Cottet Megan,FITCT,FITCTR,MAIN,,,,,,,
PE,12100,2HLFB,Weight Lifting II,BV-SCIENCES,1,25,5,3/16/2020,5/8/2020,TR,8:00AM,8:50AM,Ullom Justin,AUXG,FitnessCenter,BELLEVILLE,,,,,,,
PE,13100,2HLF1,Bowling,HEALTH SCIENCE,1,15,15,3/16/2020,5/8/2020,MW,2:00PM,2:50PM,Vida Phillip,HARMN,121,MAIN,,,,,,,
PE,14200,2HLF1,Cardiovascular Fitness,HEALTH SCIENCE,1,15,0,3/16/2020,5/8/2020,MW,9:00AM,9:50AM,Moore Sandy,HYLND,141,MAIN,,,,,,,
PE,19234,ARAA,Special Topics: Dance for PE Teachers,HEALTH SCIENCE,1,8,7,3/16/2020,5/8/2020,ARR,,,Alameda Annie,ARR,ARRANGED,MAIN,,,,,,,
PE,24000,2HLF1,Stress Management,HEALTH SCIENCE,3,7,9,3/16/2020,5/8/2020,ARR,,,Alameda Annie,ARR,ARRANGED,MAIN,,,,,,,
PE,33000,11,Psychological Aspects of Physical Education ,HEALTH SCIENCE,3,30,31,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Wright Paul,SPLMN,4105,MAIN,,,,,,,
PE,33000,OL01,Psychological Aspects of Physical Education,HEALTH SCIENCE,3,25,25,1/13/2020,5/8/2020,ARR,,,Wright Paul,ONLIN,ONLINE,ONLINE,,,,,,,
PE,35600,11,Theory & Methods of Coaching Weight Training,HEALTH SCIENCE,3,10,3,1/13/2020,5/8/2020,ARR,,,Schwartzman Mitch,ARR,ARRANGED,MAIN,,,,,,,
PE,35600,BV11,Theory & Methods of Coaching Weight Training,BV-SCIENCES,3,25,16,1/13/2020,5/8/2020,TR,3:30PM,4:45PM,Harry Elizabeth,BLV-M,216,BELLEVILLE,,,,,,,
PHRL,10200,11,Philosophy of Love (GE-HC:Phl),HUMANITIES,3,25,25,1/13/2020,5/8/2020,TR,8:00AM,9:15AM,Brown David,ROEMR,208,MAIN,,,,,,,
PHRL,10400,11,The Examined Life (GE-HC:Phl),HUMANITIES,3,25,25,1/13/2020,5/8/2020,MWF,12:00PM,12:50PM,Steineger Joseph,ROEMR,302,MAIN,,,,,,,
PHRL,10600,21,"Mind, Soul, and Body (GE-HC:Phl)",HUMANITIES,3,25,25,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Steineger Joseph,ROEMR,302,MAIN,,,,,,,
PHRL,11600,12,World Religions (GE-HC:Rel/HD),HUMANITIES,3,25,22,1/13/2020,5/8/2020,MWF,10:00AM,10:50AM,Mason Michael,LARC,205,MAIN,,,,,,,
PHRL,11600,13,World Religions (GE-HC:Rel/HD),HUMANITIES,3,25,25,1/13/2020,5/8/2020,MWF,11:00AM,11:50AM,Mason Michael,LARC,205,MAIN,,,,,,,
PHRL,11600,OL11,World Religions (GE-HC:Rel/HD),HUMANITIES,3,22,20,1/13/2020,3/8/2020,ARR,,,Mason Michael,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,11600,OL21,World Religions (GE-HC:Rel/HD) - Online Students Only,HUMANITIES,3,15,15,3/16/2020,5/8/2020,ARR,,,Torbitzky Nichole,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,20000,OL01,The Story of Christianity (GE-HC:Rel),HUMANITIES,3,22,20,1/13/2020,5/8/2020,ARR,,,Torbitzky Nichole,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,20400,11,"Women, Religion, and Violence (GE-HC:Rel/HD)",HUMANITIES,3,20,17,1/13/2020,5/8/2020,MWF,9:00AM,9:50AM,Torbitzky Nichole,LARC,207,MAIN,,,,,,,
PHRL,21000,OL21,Logic (GE-HC:Phl),HUMANITIES,3,25,25,3/16/2020,5/8/2020,ARR,,,Steineger Joseph,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,21002,11,Symbolic Logic (GE-Math),HUMANITIES,3,25,18,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Brown David,ROEMR,208,MAIN,,,,,,,
PHRL,21002,TUT01,Symbolic Logic (GE-Math),HUMANITIES,3,5,2,1/13/2020,5/8/2020,ARR,,,Brown David,TUTRL,TUTORIAL,MAIN,,,,,,,
PHRL,21202,OL11,Bioethics (GE-HC:Phl) ,HUMANITIES,3,22,26,1/13/2020,3/8/2020,ARR,,,Brown David,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,30200,TUT01,Political Philosophy (GE-HC:Phl) ,HUMANITIES,3,5,1,1/13/2020,5/8/2020,ARR,,,Ferguson Rachel,TUTRL,TUTORIAL,MAIN,,,,,,,
PHRL,30400,OL21,Philosophy of Law (GE-HC:Phl),HUMANITIES,3,20,20,3/16/2020,5/8/2020,ARR,,,Cameron Brian,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,31200,11,The Psychology of Religion (GE-HC:Rel),HUMANITIES,3,20,20,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Mason Michael,LARC,118,MAIN,,,,,,,
PHRL,32200,TUT01,Medieval Philosophy (GE-HC:Phl) ,HUMANITIES,3,5,1,1/13/2020,5/8/2020,W,1:00PM,3:00PM,Steineger Joseph,ROEMR,332,MAIN,,,,,,,
PHRL,34400,OL11,Philosophy of Science (GE-HC:Phl),HUMANITIES,3,20,20,1/13/2020,3/8/2020,ARR,,,Brown David,ONLIN,ONLINE,ONLINE,,,,,,,
PHRL,34800,21,Philosophy of Mind (GE-HC:Phl),HUMANITIES,3,20,16,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Steineger Joseph,ROEMR,304,MAIN,,,,,,,
PHRL,34800,TUT01,Philosophy of Mind (GE-HC:Phl),HUMANITIES,3,5,2,1/13/2020,5/8/2020,R,2:30PM,4:00PM,Steineger Joseph,ROEMR,304,MAIN,,,,,,,
PHRL,38022,IS01,Topics: Catholic Bioethics,HUMANITIES,3,5,3,1/13/2020,5/8/2020,ARR,,,Brown David,ISTDY,INDEPENDNT STDY,MAIN,,,,,,,
PHRL,38210,TUT01,Selected Topics in Religion: Religion and Violence,HUMANITIES,3,5,4,1/13/2020,5/8/2020,ARR,,,Torbitzky Nichole,TUTRL,TUTORIAL,MAIN,,,,,,,
PHS,20000,HYB01,Foundations of Public Health (GE-SocSci),HEALTH SCIENCE,3,30,26,1/13/2020,5/8/2020,MW,9:00AM,9:50AM,Shoff Catherine,YOUNG,100A,MAIN,,,,,,,
PHS,20000,OL21,Foundations of Public Health (GE-SocSci),HEALTH SCIENCE,3,20,20,3/16/2020,5/8/2020,ARR,,,Schaeffer Melody,ONLIN,ONLINE,ONLINE,,,,,,,
PHS,22000,11,Public Health and Social Justice,HEALTH SCIENCE,3,30,19,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Harrod Amanda,YOUNG,203,MAIN,,,,,,,
PHS,22000,12,Public Health and Social Justice,HEALTH SCIENCE,3,30,24,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Harrod Amanda,YOUNG,100A,MAIN,,,,,,,
PHS,24000,11,Global Health (GE-SocSci/HD),HEALTH SCIENCE,3,30,16,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Estlund Amy,ROEMR,323,MAIN,,,,,,,
PHS,31000,OL01,Introduction to the U.S. Health Care System,HEALTH SCIENCE,3,30,31,1/13/2020,5/8/2020,ARR,,,Harrod Amanda,ONLIN,ONLINE,ONLINE,,,,,,,
PHS,32500,11,Social Determinants of Health and Health Equity,HEALTH SCIENCE,3,30,16,1/13/2020,5/8/2020,TR,11:00AM,12:15PM,Shoff Catherine,SPLMN,4105,MAIN,,,,,,,
PHS,33200,11,Environmental Health,HEALTH SCIENCE,3,30,18,1/13/2020,5/8/2020,TR,1:00PM,2:15PM,Shoff Catherine,SPLMN,4105,MAIN,,,,,,,
PHS,35300,11,Health Communication,HEALTH SCIENCE,3,30,17,1/13/2020,5/8/2020,TR,9:30AM,10:45AM,Estlund Amy,ROEMR,308,MAIN,,,,,,,
PHS,38000,11,Evidence-Based Practice in Public Health,HEALTH SCIENCE,3,30,20,1/13/2020,5/8/2020,MW,1:00PM,2:15PM,Harrod Amanda,YOUNG,311,MAIN,,,,,,,
